problems_solved,easy_solved,medium_solved,hard_solved,arrays_count,strings_count,graphs_count,dp_count,trees_count,contest_rating,contest_count,acceptance_rate,current_streak,room_participations,room_wins,placement_score
555,285,136,134,76,103,51,49,74,1334,26,80.04902751124209,273,0,0,42
1111,498,413,200,328,268,105,101,74,1352,80,66.55406965380274,161,5,1,57
1106,504,460,142,269,149,126,78,219,1392,67,75.66294073563914,99,0,0,67
803,432,210,161,120,87,107,49,99,1207,11,51.202914800771424,3,18,7,44
258,125,87,46,56,51,18,19,30,1615,22,30.118736241241198,212,26,9,33
56,25,18,13,11,11,3,3,11,1682,49,39.13927266964279,89,9,0,20
1154,554,377,223,310,164,28,67,207,1766,74,80.99475794982284,141,13,2,54
223,107,84,32,54,41,12,33,26,1266,99,31.821821856168185,345,33,6,26
248,135,71,42,66,27,4,14,27,1064,75,62.78215929643321,89,40,1,25
1089,648,289,152,154,265,133,49,70,1464,72,52.50201287260711,40,31,11,59
359,159,104,96,81,41,44,21,67,1511,87,53.62682753645112,90,2,0,25
116,57,33,26,12,12,7,10,20,1512,81,52.045009202381664,21,45,18,30
840,408,343,89,95,89,38,115,81,1860,26,33.70842056379703,137,15,5,51
57,26,18,13,13,9,1,6,9,1433,58,36.72817728964987,49,38,6,22
346,156,145,45,36,39,44,44,56,2029,8,33.46166418912339,99,32,20,27
1059,497,364,198,228,224,140,137,89,1663,32,32.96493225281177,271,4,2,64
813,366,279,168,217,190,38,112,115,1673,69,34.708583176461765,358,34,3,44
1290,723,364,203,227,179,125,55,113,1426,50,68.31394554819342,322,16,1,65
17,9,4,4,1,3,0,1,2,1306,96,36.281286012273824,275,22,6,27
634,269,252,113,153,67,26,40,46,1216,39,44.382118613736324,192,25,12,43
1286,811,310,165,367,203,16,81,193,1454,5,66.13220511208742,288,45,22,60
728,419,196,113,177,104,66,73,72,1662,3,36.17461145103805,137,47,23,47
312,151,118,43,67,41,9,20,17,1340,2,80.06409367035911,310,6,2,31
648,361,175,112,94,127,7,62,44,1288,12,56.261629790079695,44,40,12,35
65,24,25,16,6,7,1,4,9,1090,25,82.968161968636,186,6,3,24
735,340,214,181,175,168,39,39,63,1553,33,40.58809062400512,357,14,10,45
535,319,143,73,78,106,55,31,77,1079,76,31.68434129816703,286,29,13,26
483,233,138,112,131,99,18,59,54,1519,52,62.465477443106174,122,19,3,34
37,17,12,8,7,8,4,3,5,1484,46,48.080611298916864,87,2,0,20
87,40,24,23,17,20,4,12,10,1358,7,61.481479816772186,137,21,12,18
1249,700,384,165,313,228,70,158,120,1761,75,56.050759389530484,261,47,31,68
1419,677,558,184,363,247,57,110,101,1877,7,55.14358918816144,219,49,28,79
374,191,120,63,85,56,17,16,37,768,18,76.81476988672944,128,6,4,28
675,334,217,124,194,139,13,70,98,953,73,40.550870217734726,249,30,22,38
535,231,184,120,158,96,27,59,86,1575,31,57.47992030343838,363,48,18,40
708,286,262,160,204,169,92,53,52,1907,20,52.88023438771933,329,49,21,57
1345,457,609,279,356,182,143,56,201,991,63,67.05731816475247,360,2,0,57
892,409,359,124,215,130,118,78,68,1526,22,32.75729666950901,116,42,22,53
1040,512,236,292,241,153,25,47,86,876,90,59.11812430826225,334,45,21,54
1036,425,428,183,125,228,76,146,134,844,88,56.31973610914109,343,16,2,48
928,509,262,157,143,106,39,90,86,2020,70,83.5469336261996,62,21,11,61
759,466,147,146,76,127,84,38,113,1516,41,71.5701998689839,73,36,23,60
372,232,93,47,47,61,54,14,71,938,34,38.52382402908857,19,2,0,26
1307,513,495,299,245,145,162,144,94,1335,1,58.00679413981913,28,47,6,77
815,393,272,150,105,131,12,88,110,1165,91,73.10553072353852,161,29,14,52
748,360,185,203,209,132,40,70,140,1271,70,58.851315103357784,193,23,2,53
1048,384,426,238,273,115,14,100,80,1305,75,49.6185423586642,193,32,20,56
1225,633,334,258,140,216,19,115,128,1463,51,50.71604570631895,129,42,21,53
494,198,175,121,73,120,10,29,33,1534,16,50.18521702295536,309,9,0,35
37,20,11,6,9,9,1,5,5,1194,85,31.09749616842968,344,6,3,12
723,428,163,132,188,129,38,55,108,1178,8,70.18278803922263,273,15,6,39
1072,493,280,299,309,190,70,13,160,1521,51,63.59860675049541,236,31,12,56
1306,663,269,374,391,186,87,76,171,1204,2,44.77726371731124,208,1,0,65
1264,573,430,261,373,315,149,35,204,1202,21,64.65128552932855,285,7,1,68
95,54,25,16,17,13,2,5,5,1431,53,46.980115958185934,263,14,5,28
135,65,39,31,20,22,4,12,26,1409,35,43.38597426621216,169,47,0,22
821,420,246,155,206,82,80,10,68,1266,38,70.76340883972156,237,2,1,36
546,234,194,118,87,83,49,71,37,1715,17,74.50102854021142,156,19,11,43
154,74,51,29,40,17,4,14,29,1548,80,64.41397438520534,50,33,19,23
1245,665,271,309,257,263,160,63,217,2005,26,73.12806448488334,338,46,22,75
34,16,10,8,8,6,1,1,5,1325,98,50.11350627689647,119,45,10,25
1427,838,322,267,221,265,87,107,93,1611,95,33.949208524206625,356,40,21,78
76,37,24,15,15,10,5,3,13,1837,66,63.26870845258512,137,3,0,27
242,118,86,38,51,53,13,2,34,1132,12,44.078693699924436,143,22,4,12
118,61,36,21,34,11,10,1,18,1292,16,72.7613640545764,120,7,0,15
1179,488,433,258,180,176,75,70,231,1767,60,49.695915532408975,49,9,6,63
120,50,55,15,34,23,5,3,9,1601,17,66.88701714177776,40,48,31,41
237,125,66,46,61,55,32,3,29,1393,16,60.40763643981357,233,37,13,35
120,60,41,19,29,16,6,15,19,985,55,74.9616633463639,53,4,1,12
43,20,10,13,11,7,4,2,4,1010,47,75.77679819433851,299,9,6,12
632,247,249,136,139,114,37,50,36,1264,15,33.756375533839396,315,25,13,28
1402,651,505,246,208,324,99,49,93,1159,85,46.23136117585211,324,48,27,69
757,396,200,161,104,81,32,12,106,1166,24,77.89835256775024,334,15,4,39
604,207,244,153,165,98,69,69,56,850,64,52.21942963588787,22,22,5,35
434,203,141,90,106,55,49,11,30,993,26,58.3178138887008,222,16,1,35
622,262,213,147,88,64,8,8,62,1135,13,40.083908285983256,93,27,1,30
701,362,264,75,156,85,12,64,56,1435,91,60.39774472280911,326,17,12,37
1315,794,294,227,249,324,182,15,70,1296,99,44.55382126230193,275,40,29,64
1353,542,446,365,178,178,181,96,98,1417,49,75.6078467917613,38,10,1,74
1476,903,346,227,304,354,119,74,269,1404,95,41.0134593013065,258,33,0,65
324,169,104,51,50,42,25,17,16,889,28,49.79203637901546,258,45,12,20
886,427,283,176,105,212,109,9,147,1719,80,35.22906903228683,262,14,10,53
1410,651,503,256,272,279,41,204,229,1619,27,62.33901457740673,183,0,0,68
1322,732,277,313,288,154,134,108,177,1412,20,81.80846354036068,192,32,22,71
1470,949,276,245,160,275,112,132,119,1241,23,39.52357526429691,69,8,5,60
671,274,275,122,121,99,76,69,121,1808,45,31.08554432270251,166,43,32,49
286,158,63,65,43,45,4,34,34,1095,59,53.23547239156045,107,16,6,31
633,366,135,132,67,105,58,60,48,1693,98,71.1628338409154,258,14,10,47
525,242,141,142,65,85,46,61,60,1139,19,83.63053536784975,186,3,1,33
1383,746,387,250,176,276,176,100,109,1794,51,32.82034871601024,257,36,24,73
852,396,252,204,116,183,89,52,90,1539,21,73.22790378827229,251,45,26,56
1479,882,273,324,385,220,197,185,184,1668,67,50.27707399609088,351,5,1,72
359,151,165,43,67,85,48,47,37,1463,15,38.45523236004289,275,5,3,35
832,403,263,166,107,200,55,24,123,1534,20,40.57678361880593,282,18,11,46
1170,593,321,256,140,124,34,100,222,1409,43,80.81360693733954,83,22,11,63
768,463,186,119,122,78,75,81,78,1095,61,74.51466442298388,274,29,11,48
908,486,274,148,235,148,120,19,93,1728,20,47.14509923517197,182,0,0,50
252,110,83,59,43,47,5,35,40,1320,10,81.71046459967093,318,8,5,19
552,318,118,116,72,78,48,45,71,1429,59,35.788931824311454,212,21,6,42
1073,685,238,150,194,149,28,107,122,924,36,47.739504377814,42,0,0,34
238,108,79,51,50,48,3,8,40,1346,43,65.91066429865138,132,35,6,23
557,259,166,132,58,105,58,26,102,1519,21,84.96804920492454,203,24,10,43
929,452,226,251,209,116,97,25,128,1917,83,55.61029443997073,111,15,9,59
1256,444,452,360,224,292,118,58,97,1380,65,74.5893188631127,188,25,5,62
15,7,4,4,1,3,1,1,1,1297,42,80.37262408563862,189,27,19,26
1355,753,339,263,318,209,28,171,170,1202,74,30.52956331071907,73,4,1,63
477,239,160,78,115,96,11,40,54,1209,20,45.891740068711606,190,47,36,37
84,52,19,13,18,9,11,3,7,1935,32,35.51978641656506,149,21,11,25
13,6,4,3,2,2,1,0,1,1080,16,72.68331369737157,293,13,3,24
655,259,236,160,134,82,31,63,76,1275,35,61.18777347916142,91,8,6,41
127,65,46,16,22,13,14,8,10,1827,13,35.25579690628231,139,13,6,14
890,352,325,213,213,134,120,131,165,1745,36,53.139840631325754,102,15,9,62
513,187,234,92,111,62,54,61,93,2094,30,58.268315470775406,201,29,10,45
956,409,382,165,111,186,115,117,156,1721,3,68.3763293634526,239,31,2,56
583,314,154,115,133,117,28,6,64,1473,5,72.8716329625706,60,5,3,47
1474,748,364,362,349,180,74,175,155,1585,49,34.832971107153774,98,16,4,67
203,118,49,36,35,21,26,7,31,1096,84,56.820507765389664,303,0,0,19
856,485,282,89,235,187,82,78,120,1369,76,38.86178897292229,235,17,12,41
724,258,264,202,194,72,30,52,101,1110,37,71.42905552863216,231,10,0,48
1425,819,373,233,192,216,118,128,97,1828,78,66.17178586502712,228,10,0,74
1059,459,357,243,297,184,112,30,151,959,4,69.76505247726764,243,27,13,59
1468,650,471,347,276,327,59,108,271,1326,37,34.12468415128714,218,11,0,67
182,82,64,36,44,41,18,2,11,1085,23,58.06785371233161,307,33,11,26
1333,622,451,260,350,278,21,20,134,1702,17,76.23193594589392,45,15,6,68
335,169,83,83,67,45,17,34,42,1450,92,69.23377692004044,55,9,1,38
1443,762,363,318,259,300,150,206,220,1391,31,77.39613884656183,284,45,27,90
1151,541,302,308,325,157,35,136,73,1045,70,41.33574941604599,217,38,13,60
845,448,212,185,123,111,34,63,152,1827,93,45.77953670738083,328,7,2,47
733,306,245,182,110,133,97,13,41,1121,89,54.27034998770088,178,25,4,33
234,103,91,40,40,47,24,3,41,1278,71,58.77914275382483,126,41,29,36
541,191,203,147,147,58,43,17,29,1398,88,43.86895756898411,234,41,0,44
122,58,35,29,35,13,4,17,8,1561,29,50.968054507346636,224,41,0,22
149,70,44,35,21,32,8,9,25,1313,87,67.78734872834156,223,13,10,27
568,327,140,101,154,130,51,72,101,1831,29,65.49597361488952,330,8,0,47
10,5,2,3,1,1,0,1,1,1416,4,36.07601977236871,28,48,5,11
99,49,26,24,29,16,7,9,6,1899,3,84.213645335239,186,18,12,23
663,334,248,81,145,150,44,94,85,1124,50,60.95098718632463,263,33,16,39
329,206,76,47,33,68,25,13,20,1558,8,56.5959312369284,280,46,22,31
148,71,44,33,15,27,3,10,10,1178,54,83.19859504111223,211,37,14,35
854,436,185,233,110,126,21,111,65,1353,32,37.718119309392435,148,28,3,48
268,138,81,49,36,34,38,23,15,1000,92,59.90203440776891,3,28,8,31
911,448,250,213,230,148,134,40,167,1812,30,74.27926700642384,291,27,15,50
699,364,239,96,101,99,48,27,48,1812,82,51.93970288549997,170,47,18,46
19,8,7,4,5,2,2,2,2,1767,53,70.49675806216493,220,48,28,28
270,102,106,62,61,47,27,3,38,1688,60,79.45396183281322,82,23,0,35
181,95,50,36,43,22,4,24,14,2223,65,44.39091979205124,153,27,14,39
907,478,252,177,130,200,46,11,181,1463,19,43.28030245241366,291,41,19,47
22,11,7,4,6,2,1,2,2,1905,75,49.8377044470642,168,43,33,36
1201,485,426,290,280,206,112,113,223,1397,84,53.01428311472557,330,11,7,65
330,121,139,70,90,69,30,30,63,1583,60,36.10744040984882,348,18,8,29
1352,608,379,365,393,233,188,103,260,1647,94,42.72089545981908,305,5,2,72
338,157,97,84,42,52,40,43,55,856,35,78.02754144163208,264,1,0,18
794,510,182,102,94,135,103,81,69,1366,83,61.16250944933694,215,49,36,57
786,312,334,140,204,178,105,93,53,1333,19,44.73011597741044,174,38,21,51
920,544,273,103,251,228,112,24,124,1392,44,81.89771076204241,112,30,12,53
1452,879,326,247,314,282,82,24,151,1184,99,72.58711067806689,168,36,24,70
1128,554,406,168,195,247,45,15,197,1449,45,49.93366919252995,268,28,16,45
327,167,98,62,75,33,29,10,52,1507,17,72.0993575990268,185,39,17,23
245,116,75,54,39,56,26,25,22,1098,69,62.78287596185485,336,11,4,34
343,150,115,78,50,83,21,27,18,1411,96,67.61001034931064,241,32,23,32
385,177,130,78,76,71,49,44,32,1325,73,47.679712257974984,185,46,29,38
1492,734,411,347,213,317,215,54,201,1761,17,41.52224926789996,218,44,14,75
1170,579,386,205,230,206,104,71,72,1573,63,43.94693580247598,357,24,12,61
597,292,160,145,173,85,44,80,88,1169,33,34.605395287260734,321,41,6,43
522,261,170,91,139,118,66,73,78,1693,78,55.90706898622514,253,17,12,38
1329,586,486,257,383,251,17,184,100,1384,2,52.342830530733345,160,29,16,76
1353,799,369,185,353,252,37,168,188,1418,71,30.13968197925268,333,17,13,58
927,493,310,124,158,184,119,98,130,1122,10,77.10016668156894,26,6,1,58
1382,702,453,227,362,315,155,190,168,1460,45,67.50280703989026,305,14,3,59
882,386,278,218,251,185,60,97,170,1683,95,54.57076335195862,58,29,19,54
1262,749,274,239,365,166,169,181,83,1327,41,83.1861673961873,355,4,0,60
279,130,92,57,66,47,16,3,30,1874,16,81.72978856064796,77,4,1,29
807,360,283,164,114,199,79,112,147,1670,46,35.230331064125444,154,32,22,60
1324,763,254,307,142,242,130,116,142,1149,29,63.832658113416066,186,5,2,58
734,339,302,93,95,176,26,18,83,1478,42,74.93623656744828,183,47,11,50
1198,458,501,239,351,265,59,48,179,987,7,39.512351801083675,327,39,12,59
14,7,3,4,2,2,1,1,2,1110,39,37.03791398211294,161,3,1,21
860,377,326,157,233,131,30,69,45,877,70,44.28777784635958,304,12,1,32
1412,608,428,376,272,205,48,208,167,918,19,45.3819129952672,219,41,31,76
87,36,36,15,20,17,6,2,8,1311,75,83.07415367040659,215,25,9,32
1443,783,373,287,151,237,33,97,208,1343,84,72.92625318142444,144,48,29,75
583,270,171,142,87,128,78,32,77,1468,27,33.285584740885234,248,19,10,41
141,66,47,28,26,30,3,11,20,1131,27,73.25647804668935,255,31,16,17
610,262,220,128,137,89,58,60,90,1650,58,39.33017350906242,325,31,10,44
1075,628,269,178,144,220,61,110,94,1335,61,49.648307658150216,0,49,1,54
98,39,34,25,24,17,12,0,8,1493,79,47.518578414005084,165,36,21,24
411,200,131,80,71,61,38,9,43,433,73,44.980986445160724,25,43,32,28
305,161,87,57,80,49,19,4,26,1400,53,46.98169179665265,196,0,0,32
1328,590,379,359,158,311,196,174,202,1636,85,71.48108407343454,195,24,18,82
625,277,190,158,147,96,12,33,87,717,6,44.66046427372622,280,24,10,41
809,401,266,142,128,115,73,49,66,1409,67,74.03982533149144,364,0,0,49
431,244,84,103,111,65,64,31,78,1163,23,35.00593424153875,115,2,0,29
1056,530,326,200,190,139,112,136,125,1862,97,62.73434512324858,57,38,26,72
584,353,119,112,136,106,66,6,40,1013,40,77.4650480027524,21,20,9,41
152,78,48,26,43,18,2,4,12,2048,53,34.36134431880204,268,42,13,30
1002,472,368,162,104,223,13,106,131,1787,13,64.91882516163699,96,24,15,65
674,381,141,152,68,90,10,97,67,1434,43,58.13892134604234,9,20,10,38
154,50,58,46,39,29,22,15,27,969,48,48.256762404622705,273,46,32,26
1258,552,534,172,288,149,185,58,156,1262,62,35.5370995746497,54,2,1,70
1016,556,296,164,161,250,57,84,190,1605,80,67.20669129559056,311,39,20,65
512,222,191,99,101,86,25,75,33,1433,44,47.01578803707542,55,28,21,46
830,362,292,176,89,185,25,69,124,1070,71,48.64054695759023,48,34,12,41
113,65,26,22,15,24,6,7,20,1732,76,69.46760043688452,115,21,14,20
1072,546,281,245,198,221,66,68,100,1371,6,81.99444601426049,257,22,15,59
207,107,66,34,55,46,23,30,14,1484,2,48.35005944672485,329,12,0,29
588,270,157,161,115,67,77,65,69,1698,87,71.07031906114045,83,33,22,57
400,195,130,75,86,80,45,42,77,1664,46,82.61349650984513,293,22,7,34
1212,593,274,345,332,169,121,51,175,1724,87,35.38048226340375,130,34,10,67
563,276,156,131,91,122,65,49,82,1609,60,59.1061072084522,107,18,11,43
1481,686,507,288,355,360,167,88,223,1199,70,30.61403842696515,52,14,2,67
1048,496,321,231,285,246,80,45,58,1387,29,75.38479169410076,278,14,0,58
1322,664,361,297,185,154,75,178,154,1804,4,45.77898857519674,27,25,5,69
487,241,168,78,83,75,24,30,30,995,84,48.30221215444683,346,38,19,30
1264,554,534,176,374,195,132,62,123,1061,71,67.80078160364292,159,2,1,57
932,444,294,194,276,110,134,130,161,1562,6,73.40488978576612,229,16,5,62
429,199,142,88,62,49,39,16,63,1372,38,51.999463815792566,203,29,18,39
166,77,48,41,18,26,22,18,33,897,1,66.60360371104903,19,27,4,17
559,359,138,62,86,139,6,56,42,1609,42,82.59949262693948,258,33,22,37
1474,812,405,257,264,273,178,204,161,1535,11,78.77962625205265,2,15,9,81
1130,732,228,170,212,218,146,142,193,2190,27,68.571175987542,278,42,15,62
1030,527,293,210,230,175,101,112,84,1458,18,81.86851391207026,328,40,28,61
1006,479,281,246,281,200,141,54,73,2036,27,78.17659265847979,32,10,0,64
1444,722,519,203,239,351,133,114,164,1695,98,70.09549901475657,319,23,14,73
960,403,327,230,259,180,41,136,103,835,75,80.44862674792444,189,22,0,51
298,165,54,79,35,32,11,3,58,1409,91,74.95647553166522,281,24,16,37
1287,660,297,330,139,223,113,155,152,1380,89,57.62397541259809,292,36,5,75
205,115,50,40,41,51,28,9,36,1373,69,57.62550467475998,175,12,0,25
607,246,206,155,67,95,12,21,111,1140,18,30.48349347253965,73,18,4,30
526,301,123,102,93,99,49,22,38,1640,63,31.663735372031045,43,44,6,38
874,495,193,186,244,101,102,16,137,1296,90,71.04251772335434,138,33,17,50
1151,548,365,238,170,139,30,171,105,1752,8,60.51228950823385,279,1,0,61
815,383,269,163,196,188,21,107,52,1708,40,71.85269658531891,226,7,0,55
1192,716,340,136,191,172,73,98,215,1328,49,82.23145505590443,91,4,2,50
824,350,306,168,89,120,39,90,77,1218,9,54.889186056157,349,10,2,44
237,128,65,44,50,37,8,20,24,1232,73,34.86450805060531,18,1,0,22
225,94,79,52,60,55,8,27,22,1408,96,64.46076932765419,197,37,20,36
957,501,310,146,174,107,27,122,76,1496,81,35.48535968093532,311,31,9,53
24,14,5,5,5,5,2,1,2,1265,53,64.17166451239822,304,23,2,25
1190,582,377,231,333,179,126,88,135,1275,9,59.02563641574071,118,11,5,57
1294,637,362,295,333,294,140,127,144,1485,6,69.17194073674446,108,37,0,77
1190,620,314,256,165,296,100,174,223,1709,31,49.30277564129199,210,15,7,64
56,31,15,10,13,8,8,5,5,1472,53,37.912399053799305,56,23,15,26
333,189,107,37,66,39,44,45,18,1391,69,42.99157726060463,94,49,10,32
853,465,262,126,212,103,122,109,65,1471,82,67.59988921393678,121,40,27,52
139,71,40,28,27,29,8,12,21,861,62,56.29910702390611,266,16,3,17
1444,779,483,182,181,175,191,195,200,1330,33,59.744961443788725,253,31,5,72
104,52,23,29,22,14,12,6,20,1023,42,47.76491323260025,336,19,10,23
636,284,183,169,126,83,36,40,98,1236,4,76.01861925009752,144,48,2,44
764,399,168,197,155,117,19,91,60,1125,18,84.97002937796815,270,34,1,52
1325,705,327,293,365,147,139,38,90,1121,53,47.1713359561999,159,29,10,67
803,419,280,104,224,183,23,42,102,1104,13,69.52583864481171,167,46,1,40
1316,696,398,222,250,301,67,125,197,2097,9,39.41051343121166,138,41,16,65
78,39,27,12,14,12,6,5,5,1383,48,70.83375649041925,268,21,10,19
20,9,6,5,4,3,2,2,2,1761,10,53.69682540686983,336,30,5,27
1287,748,297,242,262,252,179,185,231,1628,30,63.291812965262324,27,36,25,80
881,407,325,149,255,187,81,70,140,1606,65,43.065834706535306,240,23,3,51
559,239,178,142,128,99,58,47,83,1563,9,76.84112043789318,155,23,4,44
1167,612,330,225,181,206,62,130,196,2025,20,39.53344193607633,15,12,8,69
721,323,235,163,148,140,76,53,47,0,0,81.07329924052966,291,24,13,32
32,17,8,7,7,6,2,1,2,865,45,33.36866021838046,240,30,12,14
824,325,357,142,187,125,107,94,45,1347,94,45.83898521665991,167,35,9,45
355,161,125,69,77,53,23,40,25,1086,74,60.962002371836824,230,13,7,34
311,142,98,71,42,43,23,13,58,979,73,77.21577210313193,90,19,8,23
372,167,118,87,39,67,26,47,30,1529,19,61.736367120130204,231,38,10,42
405,187,159,59,67,62,50,38,60,777,20,41.886252974885934,352,27,17,27
227,130,54,43,42,41,32,9,34,1432,36,77.2468362563769,1,24,15,42
150,87,43,20,16,24,8,15,22,905,13,62.78891609244535,204,37,27,14
967,550,202,215,254,218,73,41,128,1347,57,42.77908333802991,257,42,33,56
1243,561,391,291,209,137,135,58,152,1632,56,60.901395907595905,250,10,0,68
994,514,351,129,281,184,134,127,112,1204,56,67.14145939204337,356,17,4,51
1002,543,233,226,131,186,79,140,187,1045,68,67.42901003102753,324,38,5,64
837,449,209,179,93,131,21,38,43,1297,69,69.8202534910498,69,18,3,53
692,301,219,172,135,112,42,96,40,1585,23,79.26559209485413,49,2,1,53
1493,613,568,312,205,328,129,64,184,1491,79,75.36521270638613,351,40,31,77
1013,618,224,171,291,143,69,26,100,1378,59,63.42333509619337,175,45,33,53
365,168,110,87,37,84,13,6,40,1149,22,31.76909729946494,151,48,26,26
1017,568,288,161,185,238,15,44,203,1277,46,71.22373026938192,208,26,11,52
1357,635,442,280,387,268,144,86,225,1606,37,83.62276824570483,244,22,11,65
1166,632,273,261,206,251,173,163,211,1359,79,46.806164163636254,121,34,23,67
897,468,271,158,106,172,124,39,94,1472,51,63.379423927703094,167,37,0,51
136,67,41,28,21,24,14,8,11,1291,12,72.27666350153046,129,42,14,22
1139,608,255,276,227,279,145,128,188,1060,7,65.14989387020282,72,12,4,62
1018,391,369,258,139,144,46,53,174,2000,31,80.74018917115477,146,25,18,65
613,356,113,144,118,75,59,64,81,1635,85,56.033697781782294,96,13,1,43
1411,774,381,256,377,201,26,99,260,1483,16,59.25157269408444,18,34,20,66
1023,641,185,197,280,196,111,38,199,1350,4,32.103386470179814,160,40,29,51
60,32,15,13,6,7,8,6,7,1826,71,79.51217217093611,236,5,3,27
1062,530,387,145,140,250,138,14,88,1161,49,44.4255546531497,316,42,0,51
1495,877,374,244,231,241,126,76,190,1600,93,83.81315908618473,29,7,3,75
1329,708,373,248,291,302,160,79,263,1411,82,41.11584991228774,116,39,6,67
1330,754,377,199,229,182,189,98,124,1321,11,43.940062313413925,189,46,22,70
788,367,275,146,211,115,31,82,112,1316,88,56.65440987476942,140,14,6,38
1440,733,435,272,350,156,174,107,221,1791,43,66.32750422233653,2,7,5,70
823,385,306,132,98,114,39,76,67,838,76,54.23655342672022,332,44,6,36
1438,792,426,220,323,249,190,134,198,1899,67,49.34990923683177,339,46,1,66
1379,707,368,304,169,333,32,85,134,1707,58,59.70478377592329,159,15,7,65
429,189,132,108,64,67,14,60,76,1411,9,82.7064074924256,315,28,7,33
1215,699,278,238,164,238,134,174,191,1328,47,82.90735979249456,60,33,19,66
992,509,279,204,133,162,34,90,172,1396,27,48.04246337181171,264,28,22,52
834,497,181,156,186,89,26,16,66,1545,4,67.40872525722415,66,34,10,54
1034,486,340,208,219,181,90,81,57,1770,91,69.70517633453366,94,47,5,60
576,274,217,85,77,63,73,20,102,1545,43,65.9379420543746,206,9,3,49
380,182,127,71,113,88,18,29,41,1483,30,36.215563982410046,67,0,0,38
945,542,259,144,174,201,120,34,72,1407,15,59.67116084183654,240,4,2,48
670,267,270,133,80,105,82,72,42,847,22,71.97883841884462,16,2,0,40
1464,762,487,215,181,286,133,31,186,901,92,41.04452560652302,236,38,27,66
978,509,349,120,212,114,98,140,70,1730,20,49.151485671311676,314,49,32,54
1342,780,309,253,396,275,21,50,181,1541,1,41.20902414456448,220,13,9,63
1170,590,279,301,250,261,71,119,186,1648,22,78.78107049507094,202,45,10,75
211,128,40,43,61,47,9,29,27,1642,79,77.21923888296834,188,26,18,30
1469,737,373,359,277,209,45,65,272,1583,10,39.30617161792009,351,45,31,73
322,153,108,61,60,44,20,45,23,1660,72,71.83026291314883,39,28,14,35
126,61,33,32,25,22,7,8,15,1143,1,50.01868373189791,130,0,0,25
946,544,198,204,226,231,105,136,70,1569,81,67.73940410779312,177,17,0,65
584,287,174,123,101,139,54,85,105,1535,12,57.1352480338668,128,2,1,36
253,114,91,48,69,38,34,9,48,1796,44,55.958841395290335,7,25,2,33
546,262,189,95,57,118,16,68,60,314,71,78.47066468072556,317,20,5,31
84,45,26,13,15,20,1,3,8,2116,9,65.0330346066182,191,23,13,36
395,188,111,96,79,54,33,16,36,1654,90,42.967236852089584,272,44,7,32
1243,678,370,195,275,279,12,27,222,1476,80,36.09174267253056,298,46,8,51
484,220,136,128,75,67,58,15,73,1114,87,81.33737636562549,224,19,3,45
427,193,120,114,79,64,34,42,77,1312,20,38.43622733460259,217,28,10,27
356,120,161,75,70,46,27,25,24,0,0,70.37420595592192,1,17,1,20
649,419,127,103,154,114,39,78,78,1901,15,57.27172344230499,174,2,1,42
948,467,245,236,241,214,59,53,143,1857,42,37.70359605082868,315,46,26,58
964,559,288,117,238,172,67,140,177,1585,96,72.71605841746586,176,49,20,66
885,411,325,149,148,104,10,15,94,1619,5,79.74664948840221,92,32,2,50
772,378,176,218,231,106,16,14,74,1459,75,36.68286341047314,270,17,1,50
1212,714,300,198,326,223,97,131,226,1095,95,33.68988554441688,93,36,2,60
1215,459,512,244,184,227,37,163,69,1165,10,76.7417473222464,235,20,0,68
673,365,177,131,93,125,80,81,82,1689,81,57.552439142420354,1,43,22,43
34,15,10,9,5,3,1,2,4,1612,65,67.09943913648738,123,18,7,25
1213,566,376,271,231,258,28,57,87,1215,95,54.281418548340596,212,22,6,63
719,356,234,129,194,169,30,8,78,1173,48,52.68355410389985,156,19,5,45
1194,682,371,141,305,210,71,97,189,1594,19,46.48125243721519,79,23,8,57
186,87,56,43,50,38,2,14,19,1309,20,60.96104856549417,94,18,6,27
294,129,102,63,45,69,8,17,28,1162,35,38.789434923816806,188,25,2,20
72,32,20,20,15,14,3,6,12,1502,37,69.44769233506833,352,32,13,14
1012,534,277,201,158,203,54,113,200,1602,55,60.21863620929472,121,31,1,52
671,307,235,129,81,139,81,72,111,1069,90,76.61364653229234,321,34,25,56
675,308,217,150,159,93,86,31,119,1298,10,80.65577609202717,43,24,13,41
165,80,43,42,21,30,6,15,31,1619,17,79.53227200341993,259,32,0,31
1082,528,294,260,252,244,29,33,184,1872,80,63.067700303782246,294,23,5,64
976,429,354,193,224,140,96,26,192,1487,97,47.53038678043723,187,48,37,56
858,350,289,219,224,201,105,102,139,1247,44,49.64433025849679,304,8,0,49
1117,565,356,196,142,215,161,119,166,1151,25,65.88948353426818,260,36,4,57
1394,654,557,183,357,227,15,163,214,1399,58,69.15819056634265,44,36,13,66
698,301,213,184,209,135,47,21,129,1388,5,38.87070442773096,59,10,2,45
157,74,49,34,42,25,17,21,23,752,42,84.88721351920792,263,20,15,27
351,162,124,65,87,79,44,10,57,891,93,35.912670445883066,305,16,6,20
485,271,159,55,112,83,9,63,39,714,51,63.39007305207441,35,15,11,36
1096,594,278,224,202,257,115,65,204,1404,61,59.20630318632533,325,4,1,56
1393,856,260,277,342,245,70,34,163,1715,95,62.50434978277504,9,43,9,53
570,261,190,119,139,113,11,28,42,1673,16,59.35706749136182,291,45,10,36
